,Multi-Agent,Buy & Hold SPY,20d Momentum
2024-05-14,0.002846654797919068,0.004601498436670459,0.004601498436670459
2024-05-15,0.00512267871719746,0.012371053301231338,0.012371053301231338
2024-05-16,-0.0012656494505506877,-0.0020495369206675607,-0.0020495369206675607
2024-05-17,0.0020558934247861815,0.0014337473117238542,0.0014337473117238542
2024-05-20,-0.0011932115442545828,0.0011608334784376506,0.0011608334784376506
2024-05-21,-0.002261166373403206,0.0024542485554717164,0.0024542485554717164
2024-05-22,-0.003410942878146056,-0.0028916220071711907,-0.0028916220071711907
2024-05-23,-0.000996320656904498,-0.007308019488051931,-0.007308019488051931
2024-05-24,-0.0028901594438010825,0.006621742686869325,0.006621742686869325
2024-05-28,0.005640031325927886,0.0006965135626668673,0.0006965135626668673
2024-05-29,0.0038821163625292476,-0.006998955956846187,-0.006998955956846187
2024-05-30,-0.0011501958089547848,-0.0066394080996885485,-0.0066394080996885485
2024-05-31,-0.005529824506521813,0.00911425155334289,0.00911425155334289
2024-06-03,-0.0033429509501028964,0.0008157874291041534,0.0008157874291041534
2024-06-04,-0.005353024878610085,0.0011256453052828075,0.0011256453052828075
2024-06-05,-0.0015342400597326278,0.01188352977667484,0.01188352977667484
2024-06-06,0.0019454267768786726,-1.915818916797818e-05,-1.915818916797818e-05
2024-06-07,-0.0019475400962301603,-0.0012261475975170466,-0.0012261475975170466
2024-06-10,0.0037383143580826117,0.003088314279137361,0.003088314279137361
2024-06-11,-0.002101463877795917,0.00240950031553,0.00240950031553
2024-06-12,-0.004397233566807823,0.008222209504187283,0.008222209504187283
2024-06-13,-0.0052519413441039775,0.002005676442762505,0.002005676442762505
2024-06-14,0.0021098850742301556,0.0006042752473751634,0.0006042752473751634
2024-06-17,0.0018045203418997659,0.007964067336000635,0.007964067336000635
2024-06-18,-0.0025505678305581814,0.002546339636772199,0.002546339636772199
2024-06-20,-0.003172877663329382,-0.0027266275725544853,-0.0027266275725544853
2024-06-21,0.002982455764728331,-0.0013295880149812866,-0.0013295880149812866
2024-06-24,-0.001976402234458635,-0.0032627650996643887,-0.0032627650996643887
2024-06-25,0.0014952765568087834,0.0038566456589221865,0.0038566456589221865
2024-06-26,0.004987308122179485,0.0012556221889055141,0.0012556221889055141
2024-06-27,-0.0030575401273961744,0.0015722387556853512,0.0015722387556853512
2024-06-28,0.003645758049399095,-0.003943114499822542,-0.003943114499822542
2024-07-01,-0.008758781319912059,0.0020637898686679534,0.0020637898686679534
2024-07-02,0.0006226862664879262,0.006740310803220462,0.006740310803220462
2024-07-03,0.0060004337355515636,0.004444857727357254,0.004444857727357254
2024-07-05,0.004851306309601705,0.00577681497528193,0.00577681497528193
2024-07-08,-0.0033341780520092235,0.0011597724636880358,0.0011597724636880358
2024-07-09,-0.0011994004323955254,0.0009561635775228172,0.0009561635775228172
2024-07-10,-0.0005857371797597655,0.009901535748401802,0.009901535748401802
2024-07-11,0.010310578485550503,-0.008622100954979506,-0.008622100954979506
2024-07-12,0.0002986854670018191,0.00631181079246268,0.00631181079246268
2024-07-15,-0.0032501496515260353,0.002753213601969229,0.002753213601969229
2024-07-16,0.007040691898420659,0.005927703833006115,0.005927703833006115
2024-07-17,0.0035314227897811357,-0.014026969379270393,-0.014026969379270393
2024-07-18,-0.0027253950004687,-0.007681589850768278,-0.007681589850768278
2024-07-19,-0.004955046943516034,-0.00663254937461899,-0.00663254937461899
2024-07-22,-0.0048158723179882994,0.010303526260973195,0.010303526260973195
2024-07-23,0.0012965100829024911,-0.0015647435661426679,-0.0015647435661426679
2024-07-24,0.0019860357294164133,-0.022659807880229255,-0.022659807880229255
2024-07-25,-0.0005432833224890132,-0.005225626320555565,-0.003
2024-07-26,0.0015720598976260713,0.01120782841212975,0.0
2024-07-29,0.0016158961751828738,0.0005813735418775945,0.0
2024-07-30,0.004899850818207152,-0.005060633891252442,-0.008060633891252441
2024-07-31,0.0016179501816658837,0.016257558917167403,-0.003
2024-08-01,0.005685951278378953,-0.01416231045860672,-0.01716231045860672
2024-08-02,0.009456807395746641,-0.018615320973261795,-0.003
2024-08-05,0.004095479071303004,-0.029123237277743574,-0.0
2024-08-06,-0.00914433808480336,0.009216135143669035,0.0
2024-08-07,0.00022388189855029883,-0.00668765521421999,-0.0
2024-08-08,-0.0030178296330223564,0.023111601078803945,0.0
2024-08-09,0.0017039698993585872,0.004425545015489307,0.0
2024-08-12,0.0050498085365467404,0.0005172314706614056,0.0
2024-08-13,-0.004095168749419981,0.016447116489239466,0.0
2024-08-14,-0.0009660385939352645,0.003145779569386109,0.0
2024-08-15,-0.004554804277001501,0.017144252074961397,0.0
2024-08-16,0.0046613160381086816,0.002252293832037955,-0.0007477061679620452
2024-08-19,-0.0018102646995174485,0.00955994768737689,0.00955994768737689
2024-08-20,0.004282769271479164,-0.0016238505327689223,-0.0016238505327689223
2024-08-21,-0.00028844910447395344,0.0034357353021803316,0.0034357353021803316
2024-08-22,-0.004662579651361576,-0.007849636658349701,-0.007849636658349701
2024-08-23,0.003992784730303123,0.010610176958660622,0.010610176958660622
2024-08-26,0.00028109547751831165,-0.002379481963163288,-0.002379481963163288
2024-08-27,0.0006644044961205409,0.001383755439433365,0.001383755439433365
2024-08-28,-0.002054983943184513,-0.005818287605229289,-0.005818287605229289
2024-08-29,-0.00041762222794727855,9.144278424999541e-05,9.144278424999541e-05
2024-08-30,-0.007606395316483799,0.009545753785384914,0.009545753785384914
2024-09-03,-0.013038164864013265,-0.020577473463029183,-0.020577473463029183
2024-09-04,-0.0026249012661222204,-0.002034399852043678,-0.002034399852043678
2024-09-05,-0.0038403014071867747,-0.002446256486286269,-0.002446256486286269
2024-09-06,-0.002618318918068435,-0.016831388868246866,-0.016831388868246866
2024-09-09,-0.003,0.01120516987264275,0.01120516987264275
2024-09-10,0.0,0.004353919461833167,0.004353919461833167
2024-09-11,0.0,0.010251544243506716,0.010251544243506716
2024-09-12,0.0,0.008434777804379623,0.008434777804379623
2024-09-13,0.0,0.005223076501634338,0.005223076501634338
2024-09-16,0.0,0.0014715767672548452,0.0014715767672548452
2024-09-17,0.0,0.00041724112909080624,0.00041724112909080624
2024-09-18,0.0,-0.0029738698387944407,-0.0029738698387944407
2024-09-19,0.0,0.01705981848935134,0.01705981848935134
2024-09-20,0.0,-0.0017167074980777297,-0.0017167074980777297
2024-09-23,0.0,0.0024899238692341896,0.0024899238692341896
2024-09-24,0.0,0.002858980773354336,0.002858980773354336
2024-09-25,0.0,-0.0022093934858528064,-0.0022093934858528064
2024-09-26,0.0,0.0039642857142858645,0.0039642857142858645
2024-09-27,0.0,-0.0014407171569849053,-0.0014407171569849053
2024-09-30,0.0,0.004007766160203818,0.004007766160203818
2024-10-01,0.0,-0.00895930170670256,-0.00895930170670256
2024-10-02,0.0,0.00042963785109462194,0.00042963785109462194
2024-10-03,0.0,-0.0018430705913929923,-0.0018430705913929923
2024-10-04,0.0,0.009088953425836266,0.009088953425836266
2024-10-07,-0.0024479747356344313,-0.009042619339480251,-0.009042619339480251
2024-10-08,0.003787263159463067,0.00946575833632135,0.00946575833632135
2024-10-09,0.005656378087919661,0.006926191660154846,0.006926191660154846
2024-10-10,-0.0013114643999651288,-0.001746093336625676,-0.001746093336625676
2024-10-11,-0.00011599007846807563,0.005989505114931237,0.005989505114931237
2024-10-14,0.0030933360209573213,0.008166777898767075,0.008166777898767075
2024-10-15,-0.005639509164574924,-0.007769628765046943,-0.007769628765046943
2024-10-16,-0.0005770098404959123,0.004354161911617416,0.004354161911617416
2024-10-17,0.0032459181154662897,8.740494712022873e-05,8.740494712022873e-05
2024-10-18,-0.0025421899418800464,0.0038454815591677516,0.0038454815591677516
2024-10-21,-0.008854831858648712,-0.0016367752045968187,-0.0016367752045968187
2024-10-22,-0.002849544435977569,-0.0005406725268592982,-0.0005406725268592982
2024-10-23,-0.0008001989985603752,-0.009144053747491498,-0.009144053747491498
2024-10-24,0.0011641333496480166,0.002166217572779683,0.002166217572779683
2024-10-25,-0.0028423380832327816,-0.000333895683958807,-0.000333895683958807
2024-10-28,-4.560481844958922e-05,0.0030763821745627418,0.0030763821745627418
2024-10-29,-0.0028151849529635675,0.001629863301787493,0.001629863301787493
2024-10-30,-0.0022124273319479304,-0.0030269627141182864,-0.0030269627141182864
2024-10-31,-0.001339377640470013,-0.019603369603369503,-0.019603369603369503
2024-11-01,0.004585931139953536,0.004224620947675506,0.004224620947675506
2024-11-04,-0.005510777083291867,-0.0021569011925346437,-0.003
2024-11-05,0.001133476494065866,0.01209403694308464,0.009094036943084641
2024-11-06,0.020636254874169896,0.024852175447886315,0.024852175447886315
2024-11-07,-0.005211621297681934,0.007732979694469844,0.007732979694469844
2024-11-08,-0.00039689392996600237,0.004340989882417157,0.004340989882417157
2024-11-11,0.007313983308166211,0.0009529319674643766,0.0009529319674643766
2024-11-12,0.005136863470801611,-0.0031110808881031904,-0.0031110808881031904
2024-11-13,0.005020427754663187,0.0004945514077661084,0.0004945514077661084
2024-11-14,-0.0024099061028778346,-0.006443035385559348,-0.006443035385559348
2024-11-15,-0.002079153206134665,-0.012798078572653804,-0.012798078572653804
2024-11-18,-0.006180343030114387,0.004101209509244974,0.004101209509244974
2024-11-19,-0.00271418395716555,0.0036517826237452145,0.0036517826237452145
2024-11-20,0.0007594580543478224,0.00032763704712812647,0.00032763704712812647
2024-11-21,0.00024503299862127514,0.005378383037407453,0.005378383037407453
2024-11-22,-0.001221362372980428,0.0031034601008195217,0.0031034601008195217
2024-11-25,4.3626028103815884e-05,0.003384441823496287,0.003384441823496287
2024-11-26,0.0020386477036515027,0.005229893868929025,0.005229893868929025
2024-11-27,-0.00519229178017519,-0.0030334869848157586,-0.0030334869848157586
2024-11-29,-0.003540354938595086,0.006204422988662195,0.006204422988662195
2024-12-02,-0.001217509039284856,0.0017907220326383033,0.0017907220326383033
2024-12-03,-0.0025313253718292628,0.00047217537942656485,0.00047217537942656485
2024-12-04,0.0035597321205093624,0.0062028047464941505,0.0062028047464941505
2024-12-05,0.003296666074827259,-0.0016416510318949529,-0.0016416510318949529
2024-12-06,0.00011338481439387982,0.0018960367797578037,0.0018960367797578037
2024-12-09,-0.003418051999213216,-0.005158178560064397,-0.005158178560064397
2024-12-10,-0.0034440580366341123,-0.0030974866589228434,-0.0030974866589228434
2024-12-11,0.0010143728228715343,0.0077340042891638205,0.0077340042891638205
2024-12-12,0.004616570011106602,-0.005161117348392086,-0.005161117348392086
2024-12-13,0.005444157575699243,-0.00020212568849065082,-0.00020212568849065082
2024-12-16,0.00014791000269182009,0.004279192007682342,0.004279192007682342
2024-12-17,-0.0009559905261417034,-0.004126755129087001,-0.004126755129087001
2024-12-18,-0.0023835785532283493,-0.029798702939442312,-0.029798702939442312
2024-12-19,0.0028271431353247556,-0.00031252170289619574,-0.003
2024-12-20,0.0002169594040213052,0.01201847928028088,0.0
2024-12-23,0.001174539473446369,0.005989359876437339,0.0
2024-12-24,0.002278395587033799,0.011105614220645155,0.008105614220645155
2024-12-26,-0.0016709179851435718,6.748776784193389e-05,6.748776784193389e-05
2024-12-27,-0.0009142331180002072,-0.010527381313898188,-0.010527381313898188
2024-12-30,-0.0020542307553762518,-0.011406649616368392,-0.003
2024-12-31,-0.002468189966172041,-0.003639123161035318,-0.0
